active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,phu_id,phu,phu_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,temporarily_closed,pharmacy,community_lab,assessment_centre,email,online_appointments,phone_appointments,symptomatic,general_population,age_threshold,weeks_pregnant,french_language_services,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr
,749,Pharmasave Uxbridge Med Pharm,,,,Uxbridge,29 Toronto Street South Suite 1B,,L9P 1V9,ON,44.10777774,-79.12266911,,Durham Region Health Department,,905-862-2800,www.pharmasaveuxbridge.com,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,09:00-16:00,closed,,Yes,No,,,,,Yes,,,,www.pharmasaveuxbridge.com,Yes,,,,,,,,,,,,
,750,Rexall Pharma Plus,,,,Oshawa,438 King Street West,,L1J 2K9,ON,43.894411,-78.880415,,Durham Region Health Department,,,https://www.rexall.ca/covid-19/vaccines,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,751,Rexall,,,,Uxbridge,2 Elgin Park Drive Unit C,,L9P 0B1,ON,44.096199,-79.127538,,Durham Region Health Department,,,https://www.rexall.ca/covid-19/vaccines,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,752,Pharmacy Associates Of Port Perry,,,,Port Perry,11 Water Street Unit B,,L9L 1H9,ON,44.1016525,-78.9389671,,Durham Region Health Department,,,https://pharmacyassociates.medmeapp.ca/schedule/,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-13:00,closed,,Yes,No,,,,,Yes,,,,https://pharmacyassociates.medmeapp.ca/schedule/,Yes,,,,,,,,,,,,
,753,Lovell Drugs,,,,Whitby,617 Victoria Street West Unit 9,,L1N 0E4,ON,43.8586618,-78.9447155,,Durham Region Health Department,,905-668-3394,https://pharmaconnect.ca/appointment/f260ce73-4e9b-4892-a42d-19947a64a187,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-17:00,10:00-16:00,,Yes,No,,,,,Yes,,,,https://pharmaconnect.ca/appointment/f260ce73-4e9b-4892-a42d-19947a64a187,Yes,,,,,,,,,,,,
,754,Wal-Mart Pharmacy,,,,Uxbridge,6 Welwood Road,,L9P 1X4,ON,44.087937,-79.132549,,Durham Region Health Department,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,08:00-21:00,08:00-20:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,755,Lovell Drugs Whitby,,,,Oshawa,600 Grandview Street South,,L1H 8P4,ON,43.890769,-78.815099,,Durham Region Health Department,,905-432-8460,https://pharmaconnect.ca/appointment/dd255e03-d65c-4f65-a210-a3ad3869816f,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-17:00,10:00-16:00,,Yes,No,,,,,Yes,,,,https://pharmaconnect.ca/appointment/dd255e03-d65c-4f65-a210-a3ad3869816f,Yes,,,,,,,,,,,,
,756,Superseven Pharmacy,,,,Pickering,2200 Brock Road Unit 15,,L1X 2R2,ON,43.8575678,-79.0802379,,Durham Region Health Department,,905-427-7577,WWW.SUPERSEVEN.CA,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,10:00-17:00,12:00-14:00,,Yes,No,,,,,Yes,,,,WWW.SUPERSEVEN.CA,Yes,,,,,,,,,,,,
,757,Pharmacie Jean Coutu,,,,Hawkesbury,80 Main Street East,,K6A 1A3,ON,45.609339,-74.611652,,Eastern Ontario Health Unit,,613-632-2743,,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,,
,758,Seaway Valley Pharmacy,,,,Winchester,507 Main Street,,K0C 2K0,ON,45.0926159,-75.3545877,,Eastern Ontario Health Unit,,613-774-2633,,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-16:00,closed,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,,
,759,Embrun Remedy's Rx,,,,Embrun,753 Notre Dame Street,,K0A 1W0,ON,45.2689368,-75.3040173,,Eastern Ontario Health Unit,,613-443-2357,https://pharmaconnect.ca/appointment/11f94c85-09af-41a9-879e-d838c19ccfe5,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-19:00,10:00-18:00,,Yes,No,,,,,Yes,,,,https://pharmaconnect.ca/appointment/11f94c85-09af-41a9-879e-d838c19ccfe5,Yes,,,,,,,,,,,,
,760,Thornbury Pharmacy,,,,Thornbury,45 Arthur Street West,,N0H 2P0,ON,44.563073,-80.455989,,Grey-Bruce Health Unit,,,thornburypharmasave.medmeapp.ca/schedule,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,10:00-16:00,,Yes,No,,,,,Yes,,,,thornburypharmasave.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,761,Markdale Pharmacy,,,,Markdale,29 Toronto Street North,,N0C 1H0,ON,44.319412,-80.64871,,Grey-Bruce Health Unit,,519-986-9991,https://markdalepharmacy.medmeapp.ca/schedule/,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,closed,,Yes,No,,,,,Yes,,,,https://markdalepharmacy.medmeapp.ca/schedule/,Yes,,,,,,,,,,,,
,762,Kristen's Pharmacy,,,,Southampton,197 Albert Street South Unit 3,,N0H 2L0,ON,44.489775,-81.376556,,Grey-Bruce Health Unit,,,https://kristenspharmacy.medmeapp.ca/schedule,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,closed,,Yes,No,,,,,Yes,,,,https://kristenspharmacy.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,763,Wal-Mart Pharmacy,,,,Simcoe,160 Queensway East,,N3Y 0A8,ON,42.84766,-80.28649,,Haldimand-Norfolk Health Unit,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,09:00-18:00,10:00-17:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,764,Shoppers Drug Mart,,,,Simcoe,470 Norfolk Street,,N3Y 3P7,ON,42.847286,-80.308028,,Haldimand-Norfolk Health Unit,,,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,765,Hausers Pharmacy,,,,Dunnville,140 Broad Street East,,N1A 1E9,ON,42.903468,-79.617195,,Haldimand-Norfolk Health Unit,,905-774-7331,www.hauserspharmacy.com,08:00-19:00,08:00-19:00,08:00-17:30,08:00-19:00,08:00-19:00,08:00-19:00,09:00-17:00,,Yes,No,,,,,Yes,,,,www.hauserspharmacy.com,Yes,,,,,,,,,,,,
,766,Port Hope Pharmasave,,,,Port Hope,60 Ontario Street,,L1A 2T8,ON,43.953895,-78.294234,,"Haliburton, Kawartha, Pine Ridge District Health Unit",,,https://pharmasave9745.medmeapp.ca/schedule,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-19:00,10:00-18:00,,Yes,No,,,,,Yes,,,,https://pharmasave9745.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,767,Wal-Mart Pharmacy,,,,Cobourg,73 Strathy Road,,K9A 5J7,ON,43.974746,-78.201145,,"Haliburton, Kawartha, Pine Ridge District Health Unit",,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,768,Rx Drug Mart,,,,Campbellford,16 Grand Road,,K0L 1L0,ON,44.308145,-77.800856,,"Haliburton, Kawartha, Pine Ridge District Health Unit",,705-653-1885,https://pharmaconnect.ca/appointment/0f920718-d583-4578-b2e8-ad8b431765bd,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://pharmaconnect.ca/appointment/0f920718-d583-4578-b2e8-ad8b431765bd,Yes,,,,,,,,,,,,
,769,Costco Pharmacy,,,,Burlington,1225 Brant Street,,L7P 1X7,ON,43.344288,-79.821445,,Halton Region Health Department,,905-336-9660,www.costcopharmacy.ca,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,www.costcopharmacy.ca,Yes,,,,,,,,,,,,
,770,Shoppers Drug Mart,,,,Burlington,3023 New Street,,L7R 1K3,ON,43.339891,-79.785624,,Halton Region Health Department,,,www.Shoppersdrugmart.ca/Covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.Shoppersdrugmart.ca/Covid19,Yes,,,,,,,,,,,,
,771,Shoppers Drug Mart,,,,Burlington,4524 New Street,,L7L 2X8,ON,43.366709,-79.753698,,Halton Region Health Department,,,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,772,Mount Royal Pharmacy Ltd,,,,Burlington,2047 Mount Forest Drive,,L7P 1H4,ON,43.3478113,-79.8276298,,Halton Region Health Department,,905-332-8893,https://mountroyalpharmacy.medmeapp.ca/schedule,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,11:00-15:00,,Yes,No,,,,,Yes,,,,https://mountroyalpharmacy.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,773,Young's Pharmacy And Homecare,,,,Georgetown,47 Main Street South,,L7G 3G2,ON,43.6501796,-79.926728,,Halton Region Health Department,,,https://youngspharmacyandhomecare.medmeapp.ca/schedule,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-17:00,10:00-15:00,,Yes,No,,,,,Yes,,,,https://youngspharmacyandhomecare.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,774,Shoppers Drug Mart,,,,Oakville,1515 Rebecca Street,,L6L 5H8,ON,43.412302,-79.706964,,Halton Region Health Department,,,www.shoppersdrugmart.ca/covid19,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-17:00,11:00-17:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,775,Rexall,,,,Oakville,523 Maple Grove Road,,L6J 4W3,ON,43.479487,-79.657595,,Halton Region Health Department,,,https://www.rexall.ca/covid-19/vaccines,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-21:00,08:00-21:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,776,Wal-Mart Pharmacy,,,,Oakville,235 Hays Boulevard,,L6H 6M8,ON,43.483067,-79.718438,,Halton Region Health Department,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,777,Shoppers Drug Mart,,,,Milton,6951 Derry Road West,,L9T 7H5,ON,43.497525,-79.874125,,Halton Region Health Department,,905-636-9064,http://www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,http://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,778,Metro Pharmacy,,,,Oakville,1011 Upper Middle Road East,,L6H 4L2,ON,43.4834591,-79.6946579,,Halton Region Health Department,,,https://metropharmacy.medmeapp.com/schedule,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://metropharmacy.medmeapp.com/schedule,Yes,,,,,,,,,,,,
,779,Shoppers Drug Mart,,,,Milton,1020 Kennedy Circle,,L9T 0J9,ON,43.507997,-79.838489,,Halton Region Health Department,,,http://www.shoppersdrugmart.ca/covid19,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,09:00-23:00,,Yes,No,,,,,Yes,,,,http://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,780,Shoppers Drug Mart,,,,Oakville,1011 Upper Middle Road Unit D5,,L6H 4L3,ON,43.482062,-79.69612,,Halton Region Health Department,,,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,781,Rexall,,,,Burlington,5061 New Street,,L7L 1V2,ON,43.368285,-79.753636,,Halton Region Health Department,,,https://www.rexall.ca/covid-19/vaccines,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-21:00,09:00-21:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,782,Rexall,,,,Burlington,2201 Brant Street,,L7P 3N8,ON,43.356326,-79.842115,,Halton Region Health Department,,,https://www.rexall.ca/covid-19/vaccines,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-18:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,783,Rexall,,,,Milton,6541 Derry Road,,L9T 7W1,ON,43.492106,-79.878015,,Halton Region Health Department,,,https://www.rexall.ca/covid-19/vaccines,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,784,Wal-Mart Pharmacy,,,,Milton,1280 Steeles Avenue East,,L9T 6R1,ON,43.542508,-79.866893,,Halton Region Health Department,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,785,Wal-Mart Pharmacy,,,,Burlington,4515 Dundas Street West RR#1,,L7M 5B4,ON,43.40629,-79.811559,,Halton Region Health Department,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,786,Loblaw Pharmacy,,,,Georgetown,171 Guelph Street,,L7G 4A1,ON,43.651857,-79.906164,,Halton Region Health Department,,,www.Realcanadiansuperstore.ca/covid19,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.Realcanadiansuperstore.ca/covid19,Yes,,,,,,,,,,,,
,787,Costco Pharmacy,,,,Ancaster,100 Legend Court,,L9K 1J3,ON,43.2297524,-79.9484007,,Hamilton Public Health Services,,,https://b.telehippo.com/o/w01105,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://b.telehippo.com/o/w01105,Yes,,,,,,,,,,,,
,788,Shoppers Drug Mart,,,,Dundas,133 King Street West,,L9H 1V3,ON,43.267134,-79.959518,,Hamilton Public Health Services,,,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,789,Shoppers Drug Mart,,,,Waterdown,25 Hamilton Street North,,L0R 2H6,ON,43.3317334,-79.8996808,,Hamilton Public Health Services,,905-689-7923,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,790,Shoppers Drug Mart,,,,Hamilton,1300 Garth Street,,L9C 4L7,ON,43.2208585,-79.9071136,,Hamilton Public Health Services,,,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,791,Shoppers Drug Mart,,,,Ancaster,47 Wilson Street West,,L9G 1N1,ON,43.2177447,-79.9895094,,Hamilton Public Health Services,,,WWW.SHOPPERSDRUGMART.CA/COVID19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,WWW.SHOPPERSDRUGMART.CA/COVID19,Yes,,,,,,,,,,,,
,792,Costco Pharmacy,,,,Stoney Creek,1330 South Service Road,,L8E 5C5,ON,43.2152594,-79.6450307,,Hamilton Public Health Services,,,https://b.telehippo.com/o/w01273,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,,Yes,No,,,,,Yes,,,,https://b.telehippo.com/o/w01273,Yes,,,,,,,,,,,,
,793,Rexall,,,,Hamilton,930 Upper Paradise Road 13,,L9B 2N1,ON,43.2175374,-79.9197142,,Hamilton Public Health Services,,905-318-5383,www.rexall.ca/covid-19-vaccines,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,,Yes,No,,,,,Yes,,,,www.rexall.ca/covid-19-vaccines,Yes,,,,,,,,,,,,
,794,Rexall,,,,Hamilton,1119 Fennell Avenue,,L8T 1S2,ON,43.22614,-79.828344,,Hamilton Public Health Services,,,https://www.rexall.ca/covid-19/vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,795,Rexall,,,,Hamilton,1395 Upper Ottawa Street,,L8W 3L5,ON,43.199637,-79.839999,,Hamilton Public Health Services,,905-383-5999,www.rexall.ca/covid-19-vaccines,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-20:00,09:00-20:00,,Yes,No,,,,,Yes,,,,www.rexall.ca/covid-19-vaccines,Yes,,,,,,,,,,,,
,796,Supercare Pharmacy,,,,Stoney Creek,410 Highway 8,,L8G 1G2,ON,43.217971,-79.723153,,Hamilton Public Health Services,,905-664-1922,https://supercarepharmasave.medmeapp.ca/schedule,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-17:00,10:00-15:00,,Yes,No,,,,,Yes,,,,https://supercarepharmasave.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,797,Wal-Mart Pharmacy,,,,Stoney Creek,500 Centennial Parkway North,,L8E 0G2,ON,43.2414111,-79.7561823,,Hamilton Public Health Services,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,798,Rexall,,,,Hamilton,640 Mohawk Road West Unit 21,,L9C 1X6,ON,43.233266,-79.908655,,Hamilton Public Health Services,,,https://www.rexall.ca/covid-19/vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,799,Rexall,,,,Dundas,60 Hatt Street,,L9H 7T6,ON,43.265452,-79.957543,,Hamilton Public Health Services,,905-627-2909,www.rexall.ca/covid-19-vaccines,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,10:00-18:00,,Yes,No,,,,,Yes,,,,www.rexall.ca/covid-19-vaccines,Yes,,,,,,,,,,,,
,800,Waterdown Pharmacy,,,,Waterdown,145 Hamilton Street North Unit 4,,L8B 0Y7,ON,43.3368391,-79.9042927,,Hamilton Public Health Services,,905-689-0999,www.waterdownpharmacy.com,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-17:00,11:00-16:00,,Yes,No,,,,,Yes,,,,www.waterdownpharmacy.com,Yes,,,,,,,,,,,,
,801,Wal-Mart Pharmacy,,,,Hamilton,499 Mohawk Road East,,L8V 4L7,ON,43.2230138,-79.852645,,Hamilton Public Health Services,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,09:00-17:00,09:00-17:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,802,Westmount Pharmacy,,,,Hamilton,723 Rymal Road West Unit 200,,L9B 2N9,ON,43.209905,-79.926337,,Hamilton Public Health Services,,905 575 9090,www.westmountmedicalpharmacy.ca,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-14:00,,Yes,No,,,,,Yes,,,,www.westmountmedicalpharmacy.ca,Yes,,,,,,,,,,,,
,803,Rexall,,,,Hamilton,505 Rymal Road East,,L8W 3X1,ON,43.197695,-79.870979,,Hamilton Public Health Services,,905-387-7878,www.rexall.ca/covid-19-vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,www.rexall.ca/covid-19-vaccines,Yes,,,,,,,,,,,,
,804,Binbrook Pharmacy,,,,Binbrook,3011 Highway 56,,L0R 1C0,ON,43.1204231,-79.8067143,,Hamilton Public Health Services,,905-692-9394,https://binbrook-pharmacy.business.site/?utm_source=gmb&utm_medium=referral,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-15:00,closed,,Yes,No,,,,,Yes,,,,https://binbrook-pharmacy.business.site/?utm_source=gmb&utm_medium=referral,Yes,,,,,,,,,,,,
,805,Campbellville Pharmacy,,,,Campbellville,35 Crawford Crescent,,L0P 1B0,ON,43.4877219,-79.9850594,,Hamilton Public Health Services,,905-854-0313,www.campbellvillepharmacy.com,09:30-17:30,09:30-17:30,09:30-17:30,09:30-17:30,09:30-17:30,09:30-17:30,closed,,Yes,No,,,,,Yes,,,,www.campbellvillepharmacy.com,Yes,,,,,,,,,,,,
,806,Pharma Plus,,,,Picton,97 Main Street,,K0K 2T0,ON,44.005885,-77.146864,,Hastings and Prince Edward Counties Health Unit,,,https://www.rexall.ca/covid-19/vaccines,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-18:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,807,Kelly's Drug Store,,,,Belleville,411 Bridge Street East,,K8N 1P7,ON,44.1692,-77.358384,,Hastings and Prince Edward Counties Health Unit,,,www.kellysdrugstore.com,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,09:00-17:00,10:00-16:00,,Yes,No,,,,,Yes,,,,www.kellysdrugstore.com,Yes,,,,,,,,,,,,
,808,Shoppers Drug Mart,,,,Bancroft,118 Hastings Street North,,K0L 1C0,ON,45.0615179,-77.8565025,,Hastings and Prince Edward Counties Health Unit,,613-332-4846,WWW.SHOPPERSDRUGMART.CA,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,,Yes,No,,,,,Yes,,,,WWW.SHOPPERSDRUGMART.CA,Yes,,,,,,,,,,,,
,809,Pharmasave Michael's Pharmacy,,,,Bayfield,2 Main Street South,,N0M 1G0,ON,43.561627,-81.696045,,Huron Perth Health Unit,,,www.pharmasave.com,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,closed,closed,,Yes,No,,,,,Yes,,,,www.pharmasave.com,Yes,,,,,,,,,,,,
,810,Drug Store Pharmacy,,,,Exeter,62 Thames Road East,,N0M 1S3,ON,43.363416,-81.481238,,Huron Perth Health Unit,,519 235 0751,www.yourindependentgrocer.ca,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.yourindependentgrocer.ca,Yes,,,,,,,,,,,,
,811,Loblaw Pharmacy,,,,Sarnia,600 Murphy Road,,N7S 2X1,ON,42.977451,-82.365418,,Lambton Health Unit,,519-383-8133,https://covid19.realcanadiansuperstore.ca/en,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://covid19.realcanadiansuperstore.ca/en,Yes,,,,,,,,,,,,
,812,Forest Pharmacy,,,,Forest,19 King Street West,,N0N 1J0,ON,43.097001,-82.001207,,Lambton Health Unit,,519-786-5161,www.forestpharmasave.com,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:00,10:00-14:00,,Yes,No,,,,,Yes,,,,www.forestpharmasave.com,Yes,,,,,,,,,,,,
,813,Bright's Grove Family Pharmacy,,,,Brights Grove,2670 New Lakeshore Road,,N0N 1C0,ON,43.027891,-82.255102,,Lambton Health Unit,,,www.vaccinationcentre.ca/BrightsGrove,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-13:00,closed,,Yes,No,,,,,Yes,,,,www.vaccinationcentre.ca/BrightsGrove,Yes,,,,,,,,,,,,
,814,Shoppers Drug Mart,,,,Perth,50 Dufferin Street,,K7H 3A6,ON,44.909994,-76.263221,,"Leeds,Grenville, and Lanark District Health Unit",,,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
