ï»¿active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,region,region_fr,phu_id,PHU,PHU_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,additional_information,additional_information_fr,age_threshold,asl_interpretation,email,first_nations,free_parking,french_language_services,general_population,holiday_hours,paid_parking,pharmacy,public_transit,symptomatic,temporarily_closed,weeks_pregnant
Yes,255,Humber River Hospital - Church Street,,Humber River Hospital,HÃ´pital Humber River,North York,200 Church Street ,,M9N 1N8,ON,43.709845,-79.510333,Toronto,Toronto,22,Toronto Public Health,Bureau de santÃ© de Toronto,416-243-4343,https://www.hrh.ca/covid-19/,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,9:00-17:00,9:00-17:00,,Yes,No,No,,,"Please see the information on the Humber River Hospital website for booking appointments online, or call (416) 243-4333 for general inquiries, information about booking an appointment or accessing your test results.",,,,,,,,,,,,,Yes,,
Yes,255,10970 Airport Road - Shoppers Drug Mart,,Shoppers,,Brampton,10970 Airport Road,10970 Airport Road,L6R 0E1,ON,43.781747,-79.749869,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-793-0308,https://stores.shoppersdrugmart.ca/en/store/1369/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,256,Michael Garron Hospital (MGH) temporary testing site: Thorncliffe Park ,,Michael Garron Hospital (MGH),Michael Garron Hospital (MGH),Toronto,"45 Overlea Boulevard, Unit 108A",,M4H 1C3,ON,43.705989,-79.346028,Toronto ,Toronto ,22,Toronto Public Health,,647-477-1640 ,https://www.tehn.ca/programs-services/covid-19-assessment-centre,12:00-17:30,12:00-17:30,12:00-17:30,12:00-17:30,12:00-17:30,12:00-17:30,12:00-17:30,,Yes,No,No,,,"Open September 29 to November 30. Hours of operation: 12-7 p.m. Testing may finish earlier depending on client volumes. To book an appointment, call: 647-477-1640",,,,,,,,,,,,,Yes,,
Yes,256,5033 Hurontario St. - Shoppers Drug Mart,,Shoppers,,Mississauga,5033 Hurontario St.,"5033, rue Hurontario",L4Z 3X7,ON,43.608005,-79.652364,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-890-1313,https://stores.shoppersdrugmart.ca/en/store/1100/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,257,Downtown Oshawa COVID-19 Assessment Centre,,Parking Garage,,Oshawa,1 Mary Street North,,L1G 7W8,ON,43.899000,-78.860461,East,Est,12,Durham Region Health Department,Service de santÃ© de la rÃ©gion de Durham,,https://www.lakeridgehealth.on.ca/en/patientsandvisitors/novel-coronavirus-2019-ncov.asp,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-14:00,,,Yes,No,No,,,"Located in the parking garage on the north-east corner at Mary St. & King St. E. on the ground floor of the parking garage. 

Paid parking in parking garage or on street.

Near public transit.

Accommodates wheelchairs and mobility devices.



 Please complete the online registration form at http://www.lakeridgehealth.on.ca/ Patients will be called or emailed with an appointment time. ",,1y,,,,,,,10:00-14:00,,,,Yes,,
Yes,257,2206 Lake Shore Blvd.Â - Shoppers Drug Mart,,Shoppers,,Etobicoke,2206 Lake Shore Blvd. West,"2206, boulevard Lake Shore Ouest",M8V 1A4,ON,43.622862,-79.481943,Central,Centre,,Toronto Public Health,Bureau de santÃ© de Toronto,416-259-1330,https://stores.shoppersdrugmart.ca/en/store/1421/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,258,Norfolk General Hospital Assessment Centre,,Norfolk General Hospital,,Simcoe,365 West Street,,N3Y 1T7,ON,42.835299,Â -80.314353,West,Ouest,,Haldimand-Norfolk Health Unit,,519-426-0130 ext. 2234,http://www.ngh.on.ca,8:00-16:00,,8:00-16:00,,8:00-16:00,8:00-16:00,,,Yes,Yes,Yes,,,Enter via Robinson St and drive up to front doors via posted signage.  Parking is free. Closed statutory holidays,,,,,,,,,,,,,Yes,,
Yes,258,8601 Warden Ave. - Shoppers Drug Mart,,Shoppers,,Markham,8601 Warden Avenue,"8601, avenue Warden",L3R 0B5,ON,43.857558,-79.331709,Central,Centre,,York Region Public Health Services,Service de santÃ© de la rÃ©gion de York,905-479-0772,https://stores.shoppersdrugmart.ca/en/store/920/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,259,North Grenville COVID-19 Assessment Centre,,Kemptville District Hospital,,Kemptville,15 Campus drive,,K0G 1J0,ON,45.007208,-75.638478,East,Est,,"Leeds, Grenville and Lanark District Health Unit",,,,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,,,Yes,Yes,No,,,"Bell Hall Building.  


Appointments booked manually when patients come to screening kiosk. Upon meeting the guideline criteria, patients are given a time slot ticket and a registration form with an appointment time window. ",,,,,,,,,,,,,Yes,,
Yes,259,5100 Rutherford RoadÂ - Shoppers Drug Mart,,Shoppers,,Woodbridge,5100 Rutherford Road,5100 Rutherford Road,L4H 2J2,ON,43.817324,-79.602129,Central,Centre,,York Region Public Health Services,Service de santÃ© de la rÃ©gion de York,905-893-2866,https://stores.shoppersdrugmart.ca/en/store/700/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,260,Scarborough Health Network - General Hospital,Scarborough Health Network - General Hospital,Scarborough Health Network - General Hospital,Scarborough Health Network - General Hospital,Scarborough,3050 Lawrence Ave E,,M1P 2V5,ON,43.756857,-79.246924,Toronto,Toronto,22,Toronto Public Health,Bureau de santÃ© de Toronto,416-495-2601,https://www.shn.ca/covid19-assess/,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,,,Yes,No,No,Yes,,"Off of Lawrence Ave. outside of the hospital building, on the South side near the ambulance bay. Please follow the directions on-site. If you are driving, please park in the parking garage first.",,6m,,,,,,,Closed ,,,,Yes,,
Yes,260,8000 Bathurst St.Â - Shoppers Drug Mart,,Shoppers,,Thornhill,8000 Bathurst St.,"8000, rue Bathurst",L4J 0B8,ON,43.816045,-79.451932,Central,Centre,,York Region Public Health Services,Service de santÃ© de la rÃ©gion de York,905-882-0201,https://stores.shoppersdrugmart.ca/en/store/965/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,261,The Wellington Assessment Centre - Harriston,,Groves Memorial Hospital,,Harriston,83 Arthur Street West ,,N0G 1Z0,ON,43.910751,-80.873460,West,Ouest,,Wellington-Dufferin-Guelph Health Unit,,519-843-8160,http://www.whcacovid.com,,9:00-12:30 & 13:30-17:00,,9:00-12:30 & 13:30-17:00,,,,,Yes,No,No,,,"Located at the old train station. 


Closed daily from 12:30p.m.-1:30p.m. 


Closed weekends at statutory holidays.",,,,,,,,,,,,,Yes,,
Yes,261,2920 Major Mackenzie Drive - Shoppers Drug Mart,,Shoppers,,Markham,2920 Major MacKenzie Drive East,2920 Major MacKenzie Drive Est,L6C 0G6,ON,43.885871,-79.370284,Central,Centre,,York Region Public Health Services,Service de santÃ© de la rÃ©gion de York,905-927-7161,https://stores.shoppersdrugmart.ca/en/store/1385/,9:00 - 00:00,9:00 - 00:00,9:00 - 00:00,9:00 - 00:00,9:00 - 00:00,9:00 - 00:00,9:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,262,Rapids Family Health Team COVID-19 Assessment Centre,,Bluewater Health,,Sarnia,1150 Pontiac Drive,,N7S 3A7,ON,42.981034,-82.360976,West,Ouest,,Lambton Health Unit,,519-491-5395,https://testing.getcorigan.ca/,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,,,,Yes,No,No,,,https://testing.getcorigan.ca/ or phone 519-491-5395,,,,,,,,,,,,,Yes,,
Yes,262,831 Big Bay Point RoadÂ - Shoppers Drug Mart,,Shoppers,,Barrie,831 Big Bay Point Road,831 Big Bay Point Road,L4N 0G5,ON,44.363675,-79.615731,Central,Centre,,Simcoe Muskoka District Health Unit,Bureau de santÃ© publique du district de Simcoe-Muskoka,705-726-5343,https://stores.shoppersdrugmart.ca/en/store/1231/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,263,St. Josephâ€™s Healthcare Hamiltonâ€™s Mountain COVID-19 Testing Centre,,St. Joseph's Healthcare Hamilton,,Hamilton,135 Fennell Avenue West,,L9C 0E5,ON,43.238522,-79.887703,West,Ouest,,Hamilton Public Health Services,,905-974-9848,http://www.HamiltonCovidTest.ca,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,Yes,No,No,,,"Testing Centre located at Mohawk College


Book online at: www.HamiltonCovidTest.ca


Phone line (905-974-9848) available for those without internet access, between hours of 9-5pm.


",,,,,,,,,,,,,Yes,,
Yes,263,7 ClairÂ Road WestÂ - Shoppers Drug Mart,,Shoppers,,Guelph,7 Clair Road West,7 Clair Road Ouest,N1L 0A6,ON,43.500872,-80.190589,West,Ouest,,Wellington-Dufferin-Guelph Health Unit,Bureau de santÃ© de Wellington-Dufferin-Guelph,519-763-3431,https://stores.shoppersdrugmart.ca/en/store/1213/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,264,511 Muskoka Road SouthÂ - Shoppers Drug Mart,,Shoppers,,Gravenhurst,511 Muskoka Road South,511 Muskoka Road Sud,P1P 1J8,ON,44.916003,-79.372853,Central,Centre,,Simcoe Muskoka District Health Unit,Bureau de santÃ© publique du district de Simcoe-Muskoka,705-687-2838,https://stores.shoppersdrugmart.ca/en/store/1345/,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 18:00,10:00 - 18:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,265,1090 King St. West - Shoppers Drug Mart,,Shoppers,,Toronto,1090 King St. West,"1090, rue King Ouest", M6K 0C7,ON,43.64017,-79.422434,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-977-4101,https://stores.shoppersdrugmart.ca/en/store/1005/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,266,390 Queen's Quay WestÂ - Shoppers Drug Mart,,Shoppers,,Toronto,"390 Queen's Quay West, Unit 110","390 Queen's Quay West, unitÃ© 110", M5V 3A6,ON,43.638124,-79.390814,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-260-2766,https://stores.shoppersdrugmart.ca/en/store/1321/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,267,388 King St. WestÂ - Shoppers Drug Mart,,Shoppers,,Toronto,388 King Street West,"388, rue King Ouest", M5V 1K2,ON,43.646155,-79.392523,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-597-6550,https://stores.shoppersdrugmart.ca/en/store/1320/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,268,279 Yonge St.Â - Shoppers Drug Mart,,Shoppers,,Toronto,279 Yonge St.,"279, rue Yonge",M5B 1N8,ON,43.655654,-79.380294,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-591-1733,https://stores.shoppersdrugmart.ca/en/store/1402/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,269,951 Bay St.Â - Shoppers Drug Mart,,Shoppers,,Toronto,"951 Bay Street, Unit G41","951, rue Bay, unitÃ© G41",M5S 0E1,ON,43.66471,-79.386957,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-925-0881,https://stores.shoppersdrugmart.ca/en/store/1149/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,270,970 Queen St. East - Shoppers Drug Mart,,Shoppers,,Toronto,970 Queen St. East,"970, rue Queen Est",M4M 1J8,ON,43.661197,-79.340348,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-462-0062,https://stores.shoppersdrugmart.ca/en/store/823/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,271,593 Dundas St. EastÂ - Shoppers Drug Mart,,Shoppers,,Toronto,"593 Dundas St. East, South Tower","593, rue Dundas Est, Sud Tour",M5A 3H6,ON,43.660233,-79.361351,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-214-9440,https://stores.shoppersdrugmart.ca/en/store/1489/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,272,2345 Yonge St. - Shoppers Drug Mart,,Shoppers,,Toronto,2345 Yonge St.,"2345, rue Yonge",M4P 1E4,ON,43.708848,-79.398383,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-487-5411,https://stores.shoppersdrugmart.ca/en/store/841/,0:00-00:00,0:00-00:00,0:00-00:00,0:00-00:00,0:00-00:00,0:00-00:00,0:00-00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,273,1084 Wilson Ave. - Shoppers Drug Mart,,Shoppers,,Toronto,1084 Wilson Ave.,"1084, avenue Wilson",M3K 1G6,ON,43.728226,-79.480708,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-633-9884,https://stores.shoppersdrugmart.ca/en/store/820/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,9:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,274,3975 Jane St. - Shoppers Drug Mart,,Shoppers,,North York,3975 Jane St.,"3975, rue Jane",M3N 2K1,ON,43.7561,-79.515802,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-630-2553,https://stores.shoppersdrugmart.ca/en/store/840/,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,10:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,275,946 Lawrence Ave. East - Shoppers Drug Mart,,Shoppers,,Toronto,946 Lawrence Avenue East,"946, avenue Lawrence Est",M3C 1R1,ON,43.737262,-79.345868,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-444-4445,https://stores.shoppersdrugmart.ca/en/store/1330/,0:00-00:00,0:00-00:00,0:00-00:00,0:00-00:00,0:00-00:00,0:00-00:00,0:00-00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,276,2110 Rymal Road EastÂ - Shoppers Drug Mart,,Shoppers,,Hamilton ,2110 Rymal Road East,2110 Rymal Road Est,L0R 1P0,ON,43.176316,-79.791996,West,Ouest,,Hamilton Public Health Services,Services de santÃ© publique d'Hamilton,905-692-1214,https://stores.shoppersdrugmart.ca/en/store/1233/,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,277,101 Osler DriveÂ - Shoppers Drug Mart,,Shoppers,,Dundas,101 Osler Drive Unit 102,"101 Osler Drive, unitÃ© 102",L9H 4H4,ON,43.257082,-79.942283,West,Ouest,,Hamilton Public Health Services,Services de santÃ© publique d'Hamilton,905-628-2251,https://stores.shoppersdrugmart.ca/en/store/742/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,278,269 Erie St. SouthÂ - Shoppers Drug Mart,,Shoppers,,Leamington,269 Erie St. South,"269, rue Erie Sud",N8H 3C4,ON,42.038085,-82.601806,West,Ouest,,Windsor-Essex County Health Unit,Bureau de santÃ© du comtÃ¨ de Windsor-Essex,519-326-2663,https://stores.shoppersdrugmart.ca/en/store/1117/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,279,185 King George Road - Shoppers Drug Mart,,Shoppers,,Brantford,"185 King George Road, Unit 1","185 King George Road, unitÃ© 1",N3R 7R9,ON,43.172742,-80.278776,West,Ouest,,Brant County Health Unit,Bureau de santÃ© du comtÃ¨ de Brant,519-753-8411,https://stores.shoppersdrugmart.ca/en/store/1158/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,280,50 Weber St. North - Shoppers Drug Mart,,Shoppers,,Waterloo,50 Weber St. North,"50, rue Weber Nord",N2J 3G7,ON,43.470754,-80.512545,West,Ouest,,"Region of Waterloo, Public Health",Bureau de santÃ© publique de la rÃ©gion de Waterloo,519-880-8083,https://stores.shoppersdrugmart.ca/en/store/1193/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,281,2501 Third LineÂ - Shoppers Drug Mart,,Shoppers,,Oakville,"2501 Third Line, Building B","2501 Third Line, Building B",L6M 5A9,ON,43.449786,-79.759353,Central,Centre,,Halton Region Health Department,Service de santÃ© de la rÃ©gion d'Halton,905-465-3000,https://stores.shoppersdrugmart.ca/en/store/1271/,0:00-00:00,0:00-00:00,0:00-00:00,0:00-00:00,0:00-00:00,0:00-00:00,0:00-00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,282,2525 Prince Michael Drive - Shoppers Drug Mart,,Shoppers,,Oakville,2525 Prince Michael Drive,2525 Prince Michael Drive,L6H 0E9,ON,43.498579,-79.707085,Central,Centre,,Halton Region Health Department,Service de santÃ© de la rÃ©gion d'Halton,905-257-3938,https://stores.shoppersdrugmart.ca/en/store/1203/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,283,600 Ouellette Ave.Â - Shoppers Drug Mart,,Shoppers,,Windsor,600 Ouellette Ave.,"600, avenue Ouellette",N9A 6Z3,ON,42.314149,-83.036402,West,Ouest,,Windsor-Essex County Health Unit,Bureau de santÃ© du comtÃ¨ de Windsor-Essex,519-254-2505,https://stores.shoppersdrugmart.ca/en/store/1101/,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,284,260 Indian RoadÂ - Shoppers Drug Mart,,Shoppers,,Sarnia,260 Indian Road,260 Indian Road,N7T 3W4,ON,42.965536,-82.37547,West,Ouest,,Lambton Health Unit,Bureau de santÃ© de Lambton,519-337-3727,https://stores.shoppersdrugmart.ca/en/store/1033/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,285,1155 Commissioners RoadÂ - Shoppers Drug Mart,,Shoppers,,London,1155 Commissioners Road East,1155 Commissioners Road Est,N5Z 4L9,ON,42.961714,-81.195847,West,Ouest,,Middlesex-London Health Unit,Bureau de santÃ© de Middlesex-London,519-649-0833,https://stores.shoppersdrugmart.ca/en/store/1077/,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,8:00 - 20:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,286,550 Kerr St.Â - Shoppers Drug Mart,,Shoppers,,Oakville,550 Kerr St.,"550, rue Kerr",L6K 3C7,ON,43.446529,-79.688977,Central,Centre,,Halton Region Health Department,Service de santÃ© de la rÃ©gion d'Halton,905-845-6674,https://stores.shoppersdrugmart.ca/en/store/744/,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,8:00 - 00:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,287,Limoge COVID-19 Testing Centre,Limoge - Centre de dÃ©pistage pour la COVID-19,Limoge COVID-19 Testing Centre,Limoge - Centre de dÃ©pistage pour la COVID-19,Limoges,2015 Calypso Street,"2015, rue Calypso",K0A 2M0,ON,45.322496,-75.228366,East,Est,,Eastern Ontario Health Unit,,800-267-8260,https://eohu.ca/fr/covid/covid-19-testing-assessment-centres ,9:00-16:00,9:00-16:00,9:00-16:00,9:00-16:00,9:00-16:00,,,,Yes,No,Yes,,Yes,"â€¢	By appointment only. Please call 1-800-267-8260


â€¢	Drive through only


â€¢	French Services available


","â€¢	Rendez-vous nÃ©cessaire.


â€¢	Service Ã  lâ€™auto seulement


â€¢	Stationnement gratuit offert


â€¢	Services en franÃ§ais offerts


",1y,,,,,Yes,,,,,,Yes,,
Yes,287,"5650 Yonge St, Unit 17 - Rexall",,Rexall,,North York,"5650 Yonge St, Unit 17","5650, rue Yonge, unitÃ© 17",M2M 4G3,ON,43.780164,-79.41619,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,888-412-2622,http://www.rexall.ca,9:00 - 17:00,9:00 - 17:00,9:00 - 17:00,9:00 - 17:00,9:00 - 17:00,,,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,288,1127 Markham Road - Rexall,,Rexall,,Scarborough,1127 Markham Road,1127 Markham Road,M1H 2Y5,ON,43.775468,-79.230478,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,888-412-2622,http://www.rexall.ca,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 20:00,9:00 - 18:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,289,1115 Wilson Avenue - Rexall,,Rexall,,Toronto,1115 Wilson Avenue,"1115, avenue Wilson",M3M 1H2,ON,43.725722,-79.48354,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,888-412-2622,http://www.rexall.ca,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 18:00,9:00 - 18:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,290,240 Sparks Street - Rexall,,Rexall,,Ottawa,240 Sparks St.,"240, rue Sparks",K1P 6C9,ON,45.420237,-75.703091,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,888-412-2622,http://www.rexall.ca,8:00 - 16:00,8:00 - 16:00,8:00 - 16:00,8:00 - 16:00,8:00 - 16:00,,,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,291,6045 Creditview Road - Rexall,,Rexall,,Mississauga,"6045 Creditview Road, Unit F001","6045 Creditview Road, unitÃ© F001",L5V 2A8,ON,43.600265,-79.709934,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,888-412-2622,http://www.rexall.ca,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,292,"1620 Scott Street, Unit 29 - Rexall",,Rexall,,Ottawa,"1620 Scott St., Unit 29","1620, rue Scott, unitÃ© 29",K1Y 4S7,ON,45.403362,-75.733829,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,888-412-2622,http://www.rexall.ca,8:00 - 18:00,8:00 - 18:00,8:00 - 18:00,8:00 - 18:00,8:00 - 18:00,,,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,293,4890 Dundas Street West - Rexall,,Rexall,,Etobicoke,4890 Dundas St. West,"4890, rue Dundas Ouest",M9A 1B5,ON,43.649475,-79.528555,Central,Centre,,Toronto Public Health,Bureau de santÃ© de Toronto,888-412-2622,http://www.rexall.ca,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 18:00,9:00 - 18:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,294,3100 Dixie Road - Rexall,,Rexall,,Mississauga,3100 Dixie Road,3100 Dixie Road,L4Y 2A0,ON,43.608813,-79.585251,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,888-412-2622,http://www.rexall.ca,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,10:00 - 22:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,295,5779 Main Street Unit 101 - Rexall,,Rexall,,Stouffville,5779 Main St. Unit 101,"5779, rue Main, unitÃ© 101",L4A 4R2,ON,43.966886,-79.263175,Central,Centre,,York Region Public Health Services,Service de santÃ© de la rÃ©gion de York,888-412-2622,http://www.rexall.ca,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,10:00 - 18:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,296,350 Cresthaven Drive - Rexall,,Rexall,,Nepean,350 Cresthaven Drive,350 Cresthaven Drive,K2G 4S4,ON,45.273914,-75.708782,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,888-412-2622,http://www.rexall.ca,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,9:00 - 22:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
