active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,region,region_fr,phu_id,PHU,PHU_fr,phone,website,monday,tuesday,wednesday,thursday,friday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,saturday,sunday,age_threshold,french_language_services,asl_interpretation,paid_parking,public_transit,additional_information,additional_information_fr,first_nations,free_parking,weeks_pregnant,general_population,holiday_hours,email,temporarily_closed
Yes,130,Oakridge Arena,Oakridge Arena,London Health Sciences / St. Joseph's Healthcare London / Middlesex PHU,London Health Sciences / St. Joseph's Healthcare London / Middlesex PHU,London,825 Valetta Street,825 rue Valetta,N6H 2Z2,ON,42.975279,-81.305895,West,Ouest,31,Middlesex-London Health Unit,Bureau de santé de Middlesex-London,,https://www.healthunit.com/covid-19-concerns,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,,,,,,,,,,,,,,,,,,,,,
Yes,131,Rural Wellington Assessment Centre / Mount Forest & District Sports Complex ,Rural Wellington Assessment Centre / Mount Forest & District Sports Complex ,Mount Forest Family Health Team,Mount Forest Family Health Team,Mount Forest,850 Princess Street,850 rue Princess,N0G 2L3,ON,43.973529,-80.745876,West,Ouest,4,Wellington-Dufferin-Guelph Health Unit,Bureau de santé de Wellington-Dufferin-Guelph,519-323-0255 ext. 5082,https://www.wdgpublichealth.ca/your-health/covid-19-information-public/assessment-centres-wdg,10:00-18:00,,10:00-18:00,,10:00-18:00,,Yes,Yes,No,,Yes,,,2y,No,No,,Yes,Enter at the main entrance. Clients with appointments will be served prior to drop-ins.,,,Yes,,,Closed ,,
Yes,132,Niagara Health Greater Niagara General Site,Niagara Health Greater Niagara General Site,Niagara Health Greater Niagara General Site,Niagara Health Greater Niagara General Site,Niagara Falls,5673 North Street,5673 rue North,L2G 1J4,ON,43.094159,-79.088878,West,Ouest,32,Niagara Region Public Health Department,Service de santé publique régionale de Niagara,905-378-4647 ext 42819,https://www.niagarahealth.on.ca/site/news/2020/03/24/niagara-healths-covid-19-assessment-centres ,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,Yes,,,,,9:00-17:00,9:00-17:00,,,,,,,,,,,,Closed ,,
Yes,133,Niagara Health St. Catharines Site,Niagara Health St. Catharines Site,Niagara Health St. Catharines Site,Niagara Health St. Catharines Site,St. Catharines,1200 Fourth Avenue,1200 4e avenue,L2S 0A9,ON,43.153843,-79.278522,West,Ouest,32,Niagara Region Public Health Department,Service de santé publique régionale de Niagar,905-378-4647 ext 42819,https://www.niagarahealth.on.ca/site/news/2020/03/24/niagara-healths-covid-19-assessment-centres ,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,Yes,,,,,9:00-17:00,9:00-17:00,,,,,,,,,,,,Closed,,
Yes,134,Rural Lambton Assessment Center,Rural Lambton Assessment Center,Bluewater Health,Bluewater Health,Petrolia,"4130 Glenview Road, Unit 3",4130 hemin Glenview,N0N 1R0,ON,42.877325,-82.148468,West,Ouest,23,Lambton Health Unit,Bureau de santé de Lambton,519-882-2500,https://lambtonpublichealth.ca/2019-novel-coronavirus/testing-criteria/,13:30-16:30,13:30-16:30,13:30-16:30,13:30-16:30,13:30-16:30,,Yes,No,Yes,,Yes,9:00-12:00,,0m,No,No,,No,,,,Yes,,,,,
Yes,135,Six Nations COVID-19 Assessment & Drive-Through Test Centre,Six Nations COVID-19 Assessment & Drive-Through Test Centre,Restricted to Six Nations members and providers only ,Accès réservé uniquement aux membres et aux fournisseurs des Six Nations,Ohsweken,1738 Fourth Line Road,1738 chemin Fourth Line,N0A 1M0,ON,43.069122,-80.122986,West,Ouest,35,,,,,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,,,,,,,8:00-20:00,8:00-20:00,,,,,,,,Six Nations of the Grand River,,,,Closed ,,
Yes,136,South Bruce Grey Health Centre - Kincardine Campus,South Bruce Grey Health Centre - Kincardine Campus,South Bruce Grey Health Centre,South Bruce Grey Health Centre,Kincardine,1199 Queen Street,1199 rue Queen,N2Z 1J4,ON,44.189085,-81.625465,West,Ouest,29,Grey Bruce Health Unit,Bureau de santé de Grey Bruce,519-370-2400 ext 4313,https://www.sbghc.on.ca/coronavirus/assessment-centres,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,,,Yes,Yes,,Yes,,,0m,Yes,No,,Yes,"Signage at the hospital driveway and parking area indicates which route to follow to access the assessment centre. Drive-through only, people are to remain in their car. ",,,Yes,,,Closed ,,
south ,137,South Huron and Grand Bend Assessment Centre,South Huron and Grand Bend Assessment Centre,South Huron Hospital Association – Grand Bend and Area CHC,South Huron Hospital Association ‚ Grand Bend and Area CHC,Grand Bend,69 Main Street East,69 rue Main Est,N0M 1T0,ON,43.343664,-81.480958,West,Ouest,28,Huron Perth Health Unit,Bureau de santé de Huron Perth,519-238-2362,https://lambtonpublichealth.ca/2019-novel-coronavirus/testing-criteria/,13:30-16:00,13:30-16:00,13:30-16:00,13:30-16:00,13:30-16:00,,Yes,,Yes,,Yes,,,0m,No,No,,No,Drive into parking lot. Park in the west parking spaces close to the fenced area. You will get instructions in-person on when to drive up to the test site.,Allez dans le stationnement. Stationnez-vous dans le stationnement Ouest près de la zone clôturée. On vous indiquera à quel moment vous diriger en voiture vers l’emplacement où sont effectués les tests.,,Yes,,,Closed ,,
Yes,138,St. Joseph's Healthcare Hamilton - East End,St. Joseph's Healthcare Hamilton - East End,St. Joseph's Healthcare Hamilton - East End,St. Joseph's Healthcare Hamilton - East End,Hamilton,2757 King Street East,2757 rue King Est,L8G 5E4,ON,43.221800,-79.774373,West,Ouest,30,Hamilton Public Health Services,Services de santé publique d'Hamilton,905-974-9848,https://www.hamilton.ca/coronavirus/assessment-centres,16:00-20:00,16:00-20:00,16:00-20:00,16:00-20:00,16:00-20:00,,,Yes,No,,Yes,10:00-14:00,10:00-14:00,0m,No,No,Yes,Yes,Separate entrance with screener at the door. ,,,,,,10:00-14:00,,
Yes,139,Carling Heights Optimist Community Centre,Carling Heights Optimist Community Centre,St. Joseph's Healthcare London and London Health Sciences Centre,St. Joseph's Healthcare London and London Health Sciences Centre,London,656 Elizabeth Street,656 rue Elizabeth,N5Y 6L3,ON,42.998736,-81.228895,West,Ouest,31,Middlesex-London Health Unit,Bureau de santé de Middlesex-London,,https://www.healthunit.com/covid-19-concerns,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,,,Yes,No,,Yes,11:00-19:00,11:00-19:00,0m,Yes,No,,Yes,,,,Yes,,,,,
Yes,140,Kitchener-Waterloo-Wilmot-Wellesley-Woolwich (KW4) COVID-19 Assessment Centre - Westmount Plaza,Kitchener-Waterloo-Wilmot-Wellesley-Woolwich (KW4) COVID-19 Assessment Centre - Westmount Plaza,St. Mary's General Hospital and Westmount Place Walk-In Clinic ,St. Mary's General Hospital and Westmount Place Walk-In Clinic ,Waterloo,50 Westmount Road North,50 chemin Westmount Nord,N2L 6J7,ON,43.461280,-80.537704,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santé publique de la région de Waterloo,1-855-414-2255,,9:00-16:00,9:00-16:00,9:00-16:00,9:00-16:00,9:00-16:00,,Yes,No,No,,Yes,,,6m,No,No,,Yes,Call ahead to arrange an appointment.,,,Yes,,,Closed ,,
Yes,141,St. Mary's General Hospital - Bathurst Site,Hôpital général St. Mary - Site Bathurst,St. Mary's General Hospital Cardiac Rehabilitation Centre,Hôpital général St. Mary - Centre de réadaptation cardiaque,Waterloo,"50 Bathurst Drive, Unit 1","50 allée Bathurst, 1",N2V 2C5,ON,43.507454,-80.538638,West,Ouest,25,"Region of Waterloo, Public Health",Bureau de santé publique de la région de Waterloo,519-885-9517,https://www.smgh.ca/covid-19-testing-available-for-k-w-residents-with-symptoms-starting-may-16/,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,Yes,Yes,No,,Yes,9:00-17:00,9:00-17:00,0m,No,No,,Yes,,,,Yes,,,,,
Yes,142,St. Thomas Elgin General Hospital,Hôpital général de St. Thomas-Elgin,St. Thomas Elgin General Hospital,Hôpital général de St. Thomas-Elgin,St. Thomas,189 Elm Street ,189 rue Elm ,N5R 5C4,ON,42.763425,-81.180145,West,Ouest,33,Southwestern Public Health,Bureau de santé publique du Sud-Ouest,519-631-2030 ext. 6210,https://www.stegh.on.ca/node/626,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,,Yes,No,No,Yes,,8:00-18:00,8:00-18:00,0m,,,,,,,,Yes,,,,,
Yes,143,Tillsonburg District Memorial Hospital,Tillsonburg District Memorial Hospital,Tillsonburg District Memorial Hospital,Tillsonburg District Memorial Hospital,Tillsonburg,17 Bear Street,17 rue Bear,N4G 1V4,ON,42.863656,-80.733757,West,Ouest,33,Southwestern Public Health,Bureau de santé publique du Sud-Ouest,,,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,,Yes,No,No,,Yes,,,0m,No,No,,No,Please call to schedule an appointment. Located in another building (not the hospital). There is front entrance and back exit for persons to follow to maintain a one-way flow through the building. Interpreter services can be arranged if known at the time of booking. Urgent bookings for symptomatic persons are available for same day.,,,Yes,,,,,
Yes,144,West Haldimand General Hospital,Hôpital général de Haldimand-Ouest,West Haldimand General Hospital,Hôpital général de Haldimand-Ouest,Hagersville,75 Parkview Road,75 chemin Parkview,N0A 1H0,ON,42.959342,-80.041081,West,Ouest,34,Haldimand-Norfolk Health Unit,Bureau de santé de Haldimand-Norfolk,905-768-3311 Ext. 1113,https://www.whgh.ca/,9:00-15:00,9:00-15:00,9:00-15:00,9:00-15:00,9:00-15:00,,Yes,,,,,,,,,,,,Located at the main doors of the building. Do not leave your car. Staff will come to you.,Situé à la porte principale du bâtiment. Ne sortez pas de votre véhicule. Un membre du personnel viendra vous voir.,,,,,,,
Yes,145,Windsor Regional Hospital - Ouellette Campus,Hôpital régional de Windsor - Campus Ouellette,Windsor Regional Hospital - Ouellette Campus,Hôpital régional de Windsor - Campus Ouellette,Windsor,1030 Ouellette Avenue,1030 avenue Ouellette,N9A 1E1,ON,42.309167,-83.031869,West,Ouest,27,Windsor-Essex County Health Unit,Bureau de santé du comtè de Windsor-Essex,519-254-5577,https://www.wrh.on.ca/coronavirus,8:00-19:00,8:00-19:00,8:00-19:00,8:00-19:00,8:00-19:00,,,Yes,No,,Yes,9:00-16:00,9:00-16:00,0m,Yes,Yes,,Yes,Located immediately south of the Emergency Department on Goyeau Street.,Situé immédiatement au sud du service des urgences sur la rue Goyeau.,,Yes,,,9:00-16:00,,
Yes,146,Woodstock General Hospital ,Hôpital général de Woodstock,Woodstock General Hospital ,Hôpital général de Woodstock,Woodstock,310 Juliana Drive,310 chemin Juliana,N4V 0A4,ON,43.106722,-80.753799,West,Ouest,33,Southwestern Public Health,Southwestern Public Health,1-855-905-6148,https://www.wgh.on.ca/,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,,Yes,No,No,Yes,Yes,10:00-20:00,10:00-20:00,0m,No,No,,Yes,Located in the trailer by the front entrance of the hospital. Parking is in the hospital visitor lot. You will be given all instructions at the time of your appointment booking. ,Situé dans la roulotte à l’entrée avant de l’hôpital. Stationnez-vous dans le stationnement des visiteurs de l’hôpital.,,Yes,,,,,
Yes,147,Stratford General Hospital,Stratford General Hospital,Stratford General Hospital,Stratford General Hospital,Stratford,46 General Hospital Drive,46 allée General Hospital,N5A 2Y6,ON,43.3681840,-80.9954920,West,Ouest,28,Huron Perth Health Unit,Bureau de santé de Huron Perth,519-272-8210 ext 2747,,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,,Yes,No,Yes,,Yes,,,2y,Yes,No,,Yes,Drive-through by appointment only. Clients should bring their health card. French language services available upon request when booking the appointment.,,,Yes,,,,,
Yes,148,Niagara Health - Welland Hospital Site (WHS),Santé de Niagara - Hôpital de Welland,Niagara Health,Santé de Niagara,Welland,65 Third Street,"65, Troisième rue",L3B 4W6,ON,42.979233,-79.249210,West,Ouest,32,Niagara Region Public Health Department,,905-378-4647 ext 42819,https://www.niagarahealth.on.ca/site/news/2020/05/25/niagara-health-expands-testing-at-assessment-centres,9:00-17:00,,9:00-17:00,,9:00-17:00,,Yes,Yes,,,,,,,,,,,Patients are encouraged to call the centre for an appointment and instructions on how to access the centre. Dedicated parking spots can be accessed from MacLean Place and Plymouth Road. Walk-ins are accepted until 16:30 on days of operation. ,Nous encourageons les patients à téléphoner au centre pour prendre rendez-vous et obtenir des directives sur la façon d'accéder au centre. ll est possible d'avoir accès à des places de stationnement réservées à partir de Place MacLean et du chemin Plymouth. Les consultations sans rendez-vous sont acceptées jusqu'à 16 h 30 durant les jours d'ouverture. ,,,,,Closed,,
No,149,Killaloe - Killaloe Curling Club/Renfrew County Virtual Triage and Assessment Centre,Killaloe - Club de curling de Killaloe/Centre virtuel de triage et d'évaluation du comté de Renfrew,Arnprior Regional Health,Arnprior Regional Health,Killaloe,34 Cameron Street,"34, rue Cameron",K0J 2A0,ON,45.558080,-77.415574,East,Est,14,Renfrew County and District Health Unit,,1-844-727-6404,,,,,14:00-15:30,,,,,,Yes,,,,0m,,,,,Call ahead and have your OHIP card ready. A medical receptionist will take your details and arrange for a physician or nurse practitioner to contact you via telephone. Areas of focus are patients without a family physician and those with potential COVID.,Téléphonez à l'avance et ayez votre carte Santé à portée de la main. Un ou une réceptionniste médical-e prendra en note vos renseignements et veillera à ce qu'un médecin ou un membre du personnel infirmier communique avec vous par téléphone. La priorité est accordée aux patients sans médecin de famille et à ceux possiblement atteints de la COVID.,,,,,,,
Yes,150,Royal Victoria Regional Health Centre - Clinic C,Centre régional de santé Royal Victoria - Clinique C,Royal Victoria Regional Health Centre,Centre régional de santé Royal Victoria,Barrie,201 Georgian Drive,"201, allée Georgian",L4M 6M2,ON,44.415558,-79.662470,Central,Centre,,Simcoe Muskoka District Health Unit,,,https://www.rvh.on.ca/SitePages/coronavirus.aspx,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,,,Yes,Yes,Yes,Yes,8:00-20:00,8:00-20:00,6m,Yes,Yes,Yes,Yes,Please arrive to atrium entrance and remain in your car. For pedestrian traffic please walk up and sit on the bench. This clinic is for people that are asymptomatic but want to be tested.,"Veuillez vous présenter à l'entrée de l'atrium et demeurer dans votre voiture. Pour les piétons, veuillez vous avancer jusqu'au banc et vous asseoir. Cette clinique est à l'intention des personnes asymptomatiques qui désirent subir un test de dépistage.",,,,,,,
Yes,151,North Durham COVID-19 Assessment Centre,,Medical Associates of Port Perry and Uxbridge Family Health Center,,Port Perry,19 Jeffery Street,,L9L 1Z4,ON,44.086166,-78.953206,East,Est,,Durham Region Health Department,,,https://www.lakeridgehealth.on.ca/en/patientsandvisitors/novel-coronavirus-2019-ncov.asp,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-16:00,,,,,,,12:00-16:00,12:00-16:00,,,,,,Register at the website provided.,,,,,,,,
Yes,152,Goderich Assessment Centre,Goderich Assessment Centre,"Maitland Valley Family Health Team, Alexandra Marine and General Hospital, Huron Perth Public Health","Maitland Valley Family Health Team, Alexandra Marine and General Hospital, Huron Perth Public Health",Goderich,185 Keays Street,"185, rue Keays",N7A 3N4,ON,43.736945,-81.711951,West,Ouest,28,Huron Perth Health Unit,Bureau de santé de Huron Perth,519 524 6060 ext. 263,https://www.hpph.ca/en/news/coronavirus-covid19-update.aspx#Testing-tracing-and-results-for-COVID-19,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,,Yes,No,Yes,,Yes,,,0m,No,No,,No,Stay in your car and drive up to the underpass. Do not leave your car.,,,Yes,,,Closed ,,
Yes,153,Garnet B. Rickard Recreation Complex,Garnet B. Rickard Recreation Complex,Lakeridge Health,Lakeridge Health,Bowmanville,2440 Durham Region Highway 2,,L1C 3K2,ON,43.912289,-78.703852,East,Est,,Durham Region Health Department,,,,8:00-12:00&12:30-16:00 ,8:00-12:00&12:30-16:00 ,8:00-12:00&12:30-16:00 ,8:00-12:00&12:30-16:00 ,8:00-12:00&12:30-16:00 ,,,,,,,,,,,,,,"Enter through West entrance sliding doors, and follow directions to Main Function Hall through the right side hallway. Closed Wednesday, August 26.",,,,,,,,
